ID ведомства из ФРГУ,Название ведомства,Код ОКАТО региона предоставления,Источник получения данных с оценками,Идентификатор источника получения данных,Идентификатор в ИАС МКГУ,ID услуги из ФРГУ,Название услуги,Дата получения услуги,Идентификатор оцениваемого критерия (показателя),Наименование оцениваемого критерия (показателя),Значение показателя,Единицы измерения оценки (показателя),Дата и время получения оценки,"Мнение получателя услуги, выраженное в текстовом комментарии"
10001748895,,,Телефонный центр,4,612487,10000011206,,2014-01-10 00:00:00 UTC,9,Время предоставления государственной услуги,2,баллы,2013-12-05 06:14:59 UTC,
10001748895,,,Телефонный центр,4,612488,10000011206,,2014-01-10 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,2,баллы,2013-12-05 06:14:59 UTC,
10001748895,,,Телефонный центр,4,612489,10000011206,,2014-01-10 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",3,баллы,2013-12-05 06:14:59 UTC,
10001748895,,,Телефонный центр,4,612490,10000011206,,2014-01-10 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",3,баллы,2013-12-05 06:15:00 UTC,
10001748895,,,Телефонный центр,4,612491,10000011206,,2014-01-10 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,3,баллы,2013-12-05 06:15:00 UTC,
10001749707,,,Телефонный центр,4,612492,10000011206,,2014-01-10 00:00:00 UTC,9,Время предоставления государственной услуги,3,баллы,2013-12-05 06:15:00 UTC,
10001749707,,,Телефонный центр,4,612493,10000011206,,2014-01-10 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,3,баллы,2013-12-05 06:15:00 UTC,
10001749707,,,Телефонный центр,4,612494,10000011206,,2014-01-10 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",4,баллы,2013-12-05 06:15:00 UTC,
10001749707,,,Телефонный центр,4,612495,10000011206,,2014-01-10 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",3,баллы,2013-12-05 06:15:00 UTC,
10001749707,,,Телефонный центр,4,612496,10000011206,,2014-01-10 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,3,баллы,2013-12-05 06:15:01 UTC,
10001737021,,,Телефонный центр,4,612626,10000012269,,2014-01-13 00:00:00 UTC,9,Время предоставления государственной услуги,4,баллы,2013-12-05 10:59:57 UTC,
10001737021,,,Телефонный центр,4,612627,10000012269,,2014-01-13 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,4,баллы,2013-12-05 10:59:57 UTC,
10001737021,,,Телефонный центр,4,612628,10000012269,,2014-01-13 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",3,баллы,2013-12-05 10:59:57 UTC,
10001737021,,,Телефонный центр,4,612629,10000012269,,2014-01-13 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",5,баллы,2013-12-05 10:59:57 UTC,
10001737021,,,Телефонный центр,4,612630,10000012269,,2014-01-13 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,1,баллы,2013-12-05 10:59:57 UTC,
26780,,,Телефонный центр,4,612631,10000011206,,2014-01-13 00:00:00 UTC,9,Время предоставления государственной услуги,1,баллы,2013-12-05 10:59:57 UTC,
26780,,,Телефонный центр,4,612632,10000011206,,2014-01-13 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,1,баллы,2013-12-05 10:59:58 UTC,
26780,,,Телефонный центр,4,612633,10000011206,,2014-01-13 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",1,баллы,2013-12-05 10:59:58 UTC,
26780,,,Телефонный центр,4,612634,10000011206,,2014-01-13 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",1,баллы,2013-12-05 10:59:58 UTC,
26780,,,Телефонный центр,4,612635,10000011206,,2014-01-13 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,3,баллы,2013-12-05 10:59:58 UTC,
10001746617,,,Телефонный центр,4,612651,10000012269,,2014-01-15 00:00:00 UTC,9,Время предоставления государственной услуги,1,баллы,2013-12-05 11:00:01 UTC,
10001746617,,,Телефонный центр,4,612652,10000012269,,2014-01-15 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,1,баллы,2013-12-05 11:00:02 UTC,
10001746617,,,Телефонный центр,4,612653,10000012269,,2014-01-15 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",4,баллы,2013-12-05 11:00:02 UTC,
10001746617,,,Телефонный центр,4,612654,10000012269,,2014-01-15 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",2,баллы,2013-12-05 11:00:02 UTC,
10001746617,,,Телефонный центр,4,612655,10000012269,,2014-01-15 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,4,баллы,2013-12-05 11:00:02 UTC,
10001741596,,,Телефонный центр,4,612666,10000011206,,2014-01-10 00:00:00 UTC,9,Время предоставления государственной услуги,3,баллы,2013-12-05 11:00:04 UTC,
10001741596,,,Телефонный центр,4,612667,10000011206,,2014-01-10 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,1,баллы,2013-12-05 11:00:04 UTC,
10001741596,,,Телефонный центр,4,612668,10000011206,,2014-01-10 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",3,баллы,2013-12-05 11:00:04 UTC,
10001741596,,,Телефонный центр,4,612669,10000011206,,2014-01-10 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",3,баллы,2013-12-05 11:00:05 UTC,
10001741596,,,Телефонный центр,4,612670,10000011206,,2014-01-10 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,4,баллы,2013-12-05 11:00:05 UTC,
10001752546,,,Телефонный центр,4,612676,10000011206,,2014-01-10 00:00:00 UTC,9,Время предоставления государственной услуги,5,баллы,2013-12-05 11:00:06 UTC,
10001752546,,,Телефонный центр,4,612677,10000011206,,2014-01-10 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,5,баллы,2013-12-05 11:00:06 UTC,
10001752546,,,Телефонный центр,4,612678,10000011206,,2014-01-10 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",4,баллы,2013-12-05 11:00:06 UTC,
10001752546,,,Телефонный центр,4,612679,10000011206,,2014-01-10 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",4,баллы,2013-12-05 11:00:07 UTC,
10001752546,,,Телефонный центр,4,612680,10000011206,,2014-01-10 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,5,баллы,2013-12-05 11:00:07 UTC,
10001737021,,,Телефонный центр,4,613468,10000012269,,2014-01-10 00:00:00 UTC,9,Время предоставления государственной услуги,3,баллы,2013-12-06 11:11:45 UTC,
10001737021,,,Телефонный центр,4,613469,10000012269,,2014-01-10 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,5,баллы,2013-12-06 11:11:45 UTC,
10001737021,,,Телефонный центр,4,613470,10000012269,,2014-01-10 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",3,баллы,2013-12-06 11:11:46 UTC,
10001737021,,,Телефонный центр,4,613471,10000012269,,2014-01-10 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",5,баллы,2013-12-06 11:11:46 UTC,
10001737021,,,Телефонный центр,4,613472,10000012269,,2014-01-10 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,3,баллы,2013-12-06 11:11:46 UTC,
10001740018,,,Телефонный центр,4,613739,10000013628,,2014-01-11 00:00:00 UTC,9,Время предоставления государственной услуги,4,баллы,2013-12-09 10:49:29 UTC,
10001740018,,,Телефонный центр,4,613740,10000013628,,2014-01-11 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,3,баллы,2013-12-09 10:49:29 UTC,
10001740018,,,Телефонный центр,4,613741,10000013628,,2014-01-11 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",4,баллы,2013-12-09 10:49:29 UTC,
10001740018,,,Телефонный центр,4,613742,10000013628,,2014-01-11 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",3,баллы,2013-12-09 10:49:29 UTC,
10001740018,,,Телефонный центр,4,613743,10000013628,,2014-01-11 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,4,баллы,2013-12-09 10:49:30 UTC,
10001737445,,,Телефонный центр,4,613744,10000012269,,2014-01-13 00:00:00 UTC,9,Время предоставления государственной услуги,1,баллы,2013-12-09 10:49:30 UTC,
10001737445,,,Телефонный центр,4,613745,10000012269,,2014-01-13 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,1,баллы,2013-12-09 10:49:30 UTC,
10001737445,,,Телефонный центр,4,613746,10000012269,,2014-01-13 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",3,баллы,2013-12-09 10:49:30 UTC,
10001737445,,,Телефонный центр,4,613747,10000012269,,2014-01-13 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",4,баллы,2013-12-09 10:49:30 UTC,
10001737445,,,Телефонный центр,4,613748,10000012269,,2014-01-13 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,5,баллы,2013-12-09 10:49:31 UTC,
10001743483,,,Телефонный центр,4,613754,10000012269,,2014-01-10 00:00:00 UTC,9,Время предоставления государственной услуги,1,баллы,2013-12-09 10:49:32 UTC,
10001743483,,,Телефонный центр,4,613755,10000012269,,2014-01-10 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,1,баллы,2013-12-09 10:49:32 UTC,
10001743483,,,Телефонный центр,4,613756,10000012269,,2014-01-10 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",1,баллы,2013-12-09 10:49:32 UTC,
10001743483,,,Телефонный центр,4,613757,10000012269,,2014-01-10 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",1,баллы,2013-12-09 10:49:32 UTC,
10001743483,,,Телефонный центр,4,613758,10000012269,,2014-01-10 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,1,баллы,2013-12-09 10:49:32 UTC,
10001746561,,,Телефонный центр,4,613759,10000013628,,2014-01-13 00:00:00 UTC,9,Время предоставления государственной услуги,1,баллы,2013-12-09 10:49:33 UTC,
10001746561,,,Телефонный центр,4,613760,10000013628,,2014-01-13 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,1,баллы,2013-12-09 10:49:33 UTC,
10001746561,,,Телефонный центр,4,613761,10000013628,,2014-01-13 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",1,баллы,2013-12-09 10:49:33 UTC,
10001746561,,,Телефонный центр,4,613762,10000013628,,2014-01-13 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",1,баллы,2013-12-09 10:49:33 UTC,
10001746561,,,Телефонный центр,4,613763,10000013628,,2014-01-13 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,1,баллы,2013-12-09 10:49:33 UTC,
10001741500,,,Телефонный центр,4,613764,10000011206,,2014-01-10 00:00:00 UTC,9,Время предоставления государственной услуги,3,баллы,2013-12-09 10:49:33 UTC,
10001741500,,,Телефонный центр,4,613765,10000011206,,2014-01-10 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,1,баллы,2013-12-09 10:49:34 UTC,
10001741500,,,Телефонный центр,4,613766,10000011206,,2014-01-10 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",4,баллы,2013-12-09 10:49:34 UTC,
10001741500,,,Телефонный центр,4,613767,10000011206,,2014-01-10 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",2,баллы,2013-12-09 10:49:34 UTC,
10001741500,,,Телефонный центр,4,613768,10000011206,,2014-01-10 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,3,баллы,2013-12-09 10:49:34 UTC,
10001740538,,,Телефонный центр,4,613769,10000012269,,2014-01-13 00:00:00 UTC,9,Время предоставления государственной услуги,3,баллы,2013-12-09 10:49:34 UTC,
10001740538,,,Телефонный центр,4,613770,10000012269,,2014-01-13 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,3,баллы,2013-12-09 10:49:34 UTC,
10001740538,,,Телефонный центр,4,613771,10000012269,,2014-01-13 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",5,баллы,2013-12-09 10:49:35 UTC,
10001740538,,,Телефонный центр,4,613772,10000012269,,2014-01-13 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",3,баллы,2013-12-09 10:49:35 UTC,
10001740538,,,Телефонный центр,4,613773,10000012269,,2014-01-13 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,4,баллы,2013-12-09 10:49:35 UTC,
10001744069,,,Телефонный центр,4,613794,10000011206,,2014-01-10 00:00:00 UTC,9,Время предоставления государственной услуги,3,баллы,2013-12-09 10:49:38 UTC,
10001744069,,,Телефонный центр,4,613795,10000011206,,2014-01-10 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,2,баллы,2013-12-09 10:49:38 UTC,
10001744069,,,Телефонный центр,4,613796,10000011206,,2014-01-10 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",4,баллы,2013-12-09 10:49:39 UTC,
10001744069,,,Телефонный центр,4,613797,10000011206,,2014-01-10 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",4,баллы,2013-12-09 10:49:39 UTC,
10001744069,,,Телефонный центр,4,613798,10000011206,,2014-01-10 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,3,баллы,2013-12-09 10:49:39 UTC,
13572,,,Телефонный центр,4,613799,10000011206,,2014-01-10 00:00:00 UTC,9,Время предоставления государственной услуги,5,баллы,2013-12-09 10:49:39 UTC,
13572,,,Телефонный центр,4,613800,10000011206,,2014-01-10 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,5,баллы,2013-12-09 10:49:39 UTC,
13572,,,Телефонный центр,4,613801,10000011206,,2014-01-10 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",4,баллы,2013-12-09 10:49:39 UTC,
13572,,,Телефонный центр,4,613802,10000011206,,2014-01-10 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",5,баллы,2013-12-09 10:49:39 UTC,
13572,,,Телефонный центр,4,613803,10000011206,,2014-01-10 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,4,баллы,2013-12-09 10:49:40 UTC,
10001748784,,,Телефонный центр,4,613819,10000011206,,2014-01-13 00:00:00 UTC,9,Время предоставления государственной услуги,1,баллы,2013-12-09 10:49:42 UTC,
10001748784,,,Телефонный центр,4,613820,10000011206,,2014-01-13 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,1,баллы,2013-12-09 10:49:43 UTC,
10001748784,,,Телефонный центр,4,613821,10000011206,,2014-01-13 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",2,баллы,2013-12-09 10:49:43 UTC,
10001748784,,,Телефонный центр,4,613822,10000011206,,2014-01-13 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",1,баллы,2013-12-09 10:49:43 UTC,
10001748784,,,Телефонный центр,4,613823,10000011206,,2014-01-13 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,5,баллы,2013-12-09 10:49:43 UTC,
10001752231,,,Телефонный центр,4,625214,10000011206,,2014-01-10 00:00:00 UTC,9,Время предоставления государственной услуги,5,баллы,2013-12-12 13:55:07 UTC,
10001752231,,,Телефонный центр,4,625215,10000011206,,2014-01-10 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,5,баллы,2013-12-12 13:55:07 UTC,
10001752231,,,Телефонный центр,4,625216,10000011206,,2014-01-10 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",2,баллы,2013-12-12 13:55:07 UTC,
10001752231,,,Телефонный центр,4,625217,10000011206,,2014-01-10 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",5,баллы,2013-12-12 13:55:08 UTC,
10001752231,,,Телефонный центр,4,625218,10000011206,,2014-01-10 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,5,баллы,2013-12-12 13:55:08 UTC,
10001751603,,,Телефонный центр,4,625219,10000011206,,2014-01-10 00:00:00 UTC,9,Время предоставления государственной услуги,5,баллы,2013-12-12 13:55:08 UTC,
10001751603,,,Телефонный центр,4,625220,10000011206,,2014-01-10 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,5,баллы,2013-12-12 13:55:08 UTC,
10001751603,,,Телефонный центр,4,625221,10000011206,,2014-01-10 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",4,баллы,2013-12-12 13:55:08 UTC,
10001751603,,,Телефонный центр,4,625222,10000011206,,2014-01-10 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",5,баллы,2013-12-12 13:55:09 UTC,
10001751603,,,Телефонный центр,4,625223,10000011206,,2014-01-10 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,5,баллы,2013-12-12 13:55:09 UTC,
10001737717,,,Телефонный центр,4,625239,10000011206,,2014-01-10 00:00:00 UTC,9,Время предоставления государственной услуги,5,баллы,2013-12-12 13:55:13 UTC,
10001737717,,,Телефонный центр,4,625240,10000011206,,2014-01-10 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,3,баллы,2013-12-12 13:55:13 UTC,
10001737717,,,Телефонный центр,4,625241,10000011206,,2014-01-10 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",5,баллы,2013-12-12 13:55:13 UTC,
10001737717,,,Телефонный центр,4,625242,10000011206,,2014-01-10 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",5,баллы,2013-12-12 13:55:13 UTC,
10001737717,,,Телефонный центр,4,625243,10000011206,,2014-01-10 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,5,баллы,2013-12-12 13:55:14 UTC,
10001745977,,,Телефонный центр,4,625249,10000011206,,2014-01-10 00:00:00 UTC,9,Время предоставления государственной услуги,3,баллы,2013-12-12 13:55:15 UTC,
10001745977,,,Телефонный центр,4,625250,10000011206,,2014-01-10 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,4,баллы,2013-12-12 13:55:15 UTC,
10001745977,,,Телефонный центр,4,625251,10000011206,,2014-01-10 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",1,баллы,2013-12-12 13:55:16 UTC,
10001745977,,,Телефонный центр,4,625252,10000011206,,2014-01-10 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",4,баллы,2013-12-12 13:55:16 UTC,
10001745977,,,Телефонный центр,4,625253,10000011206,,2014-01-10 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,3,баллы,2013-12-12 13:55:16 UTC,
10001737797,,,Телефонный центр,4,627520,10000012269,,2014-01-11 00:00:00 UTC,9,Время предоставления государственной услуги,4,баллы,2013-12-13 10:13:04 UTC,
10001737797,,,Телефонный центр,4,627521,10000012269,,2014-01-11 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,4,баллы,2013-12-13 10:13:04 UTC,
10001737797,,,Телефонный центр,4,627522,10000012269,,2014-01-11 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",3,баллы,2013-12-13 10:13:04 UTC,
10001737797,,,Телефонный центр,4,627523,10000012269,,2014-01-11 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",5,баллы,2013-12-13 10:13:05 UTC,
10001737797,,,Телефонный центр,4,627524,10000012269,,2014-01-11 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,5,баллы,2013-12-13 10:13:05 UTC,
10001744149,,,Телефонный центр,4,627525,10000011206,,2014-01-11 00:00:00 UTC,9,Время предоставления государственной услуги,3,баллы,2013-12-13 10:13:05 UTC,
10001744149,,,Телефонный центр,4,627526,10000011206,,2014-01-11 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,3,баллы,2013-12-13 10:13:05 UTC,
10001744149,,,Телефонный центр,4,627527,10000011206,,2014-01-11 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",4,баллы,2013-12-13 10:13:05 UTC,
10001744149,,,Телефонный центр,4,627528,10000011206,,2014-01-11 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",4,баллы,2013-12-13 10:13:05 UTC,
10001744149,,,Телефонный центр,4,627529,10000011206,,2014-01-11 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,4,баллы,2013-12-13 10:13:06 UTC,
10001737697,,,Телефонный центр,4,627540,10000012269,,2014-01-11 00:00:00 UTC,9,Время предоставления государственной услуги,3,баллы,2013-12-13 10:13:09 UTC,
10001737697,,,Телефонный центр,4,627541,10000012269,,2014-01-11 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,3,баллы,2013-12-13 10:13:09 UTC,
10001737697,,,Телефонный центр,4,627542,10000012269,,2014-01-11 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",5,баллы,2013-12-13 10:13:09 UTC,
10001737697,,,Телефонный центр,4,627543,10000012269,,2014-01-11 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",4,баллы,2013-12-13 10:13:09 UTC,
10001737697,,,Телефонный центр,4,627544,10000012269,,2014-01-11 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,4,баллы,2013-12-13 10:13:09 UTC,
26940,,,Телефонный центр,4,627550,10000011206,,2014-01-11 00:00:00 UTC,9,Время предоставления государственной услуги,3,баллы,2013-12-13 10:13:10 UTC,
26940,,,Телефонный центр,4,627551,10000011206,,2014-01-11 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,5,баллы,2013-12-13 10:13:11 UTC,
26940,,,Телефонный центр,4,627552,10000011206,,2014-01-11 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",5,баллы,2013-12-13 10:13:11 UTC,
26940,,,Телефонный центр,4,627553,10000011206,,2014-01-11 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",5,баллы,2013-12-13 10:13:11 UTC,
26940,,,Телефонный центр,4,627554,10000011206,,2014-01-11 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,5,баллы,2013-12-13 10:13:11 UTC,
8867,,,Телефонный центр,4,627570,10000012269,,2014-01-11 00:00:00 UTC,9,Время предоставления государственной услуги,4,баллы,2013-12-13 10:13:14 UTC,
8867,,,Телефонный центр,4,627571,10000012269,,2014-01-11 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,4,баллы,2013-12-13 10:13:14 UTC,
8867,,,Телефонный центр,4,627572,10000012269,,2014-01-11 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",4,баллы,2013-12-13 10:13:14 UTC,
8867,,,Телефонный центр,4,627573,10000012269,,2014-01-11 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",5,баллы,2013-12-13 10:13:14 UTC,
8867,,,Телефонный центр,4,627574,10000012269,,2014-01-11 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,3,баллы,2013-12-13 10:13:15 UTC,
10001741117,,,Телефонный центр,4,627575,10000011206,,2014-01-11 00:00:00 UTC,9,Время предоставления государственной услуги,1,баллы,2013-12-13 10:13:15 UTC,
10001741117,,,Телефонный центр,4,627576,10000011206,,2014-01-11 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,1,баллы,2013-12-13 10:13:15 UTC,
10001741117,,,Телефонный центр,4,627577,10000011206,,2014-01-11 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",1,баллы,2013-12-13 10:13:15 UTC,
10001741117,,,Телефонный центр,4,627578,10000011206,,2014-01-11 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",3,баллы,2013-12-13 10:13:15 UTC,
10001741117,,,Телефонный центр,4,627579,10000011206,,2014-01-11 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,1,баллы,2013-12-13 10:13:16 UTC,
10001736851,,,Телефонный центр,4,627585,10000011206,,2014-01-11 00:00:00 UTC,9,Время предоставления государственной услуги,5,баллы,2013-12-13 10:13:16 UTC,
10001736851,,,Телефонный центр,4,627586,10000011206,,2014-01-11 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,5,баллы,2013-12-13 10:13:17 UTC,
10001736851,,,Телефонный центр,4,627587,10000011206,,2014-01-11 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",5,баллы,2013-12-13 10:13:17 UTC,
10001736851,,,Телефонный центр,4,627588,10000011206,,2014-01-11 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",4,баллы,2013-12-13 10:13:17 UTC,
10001736851,,,Телефонный центр,4,627589,10000011206,,2014-01-11 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,5,баллы,2013-12-13 10:13:17 UTC,
10001743822,,,Телефонный центр,4,631303,10000011206,,2014-01-13 00:00:00 UTC,9,Время предоставления государственной услуги,5,баллы,2013-12-16 08:15:43 UTC,
10001743822,,,Телефонный центр,4,631304,10000011206,,2014-01-13 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,5,баллы,2013-12-16 08:15:44 UTC,
10001743822,,,Телефонный центр,4,631305,10000011206,,2014-01-13 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",5,баллы,2013-12-16 08:15:44 UTC,
10001743822,,,Телефонный центр,4,631306,10000011206,,2014-01-13 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",3,баллы,2013-12-16 08:15:44 UTC,
10001743822,,,Телефонный центр,4,631307,10000011206,,2014-01-13 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,5,баллы,2013-12-16 08:15:44 UTC,
10001739966,,,Телефонный центр,4,631318,10000011206,,2014-01-13 00:00:00 UTC,9,Время предоставления государственной услуги,4,баллы,2013-12-16 08:15:48 UTC,
10001739966,,,Телефонный центр,4,631319,10000011206,,2014-01-13 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,3,баллы,2013-12-16 08:15:48 UTC,
